Message,sentimen_bert,sentimen_vader
klo biasa adain di luar jawa min,neutral,neutral
memang terbaeeek man,positive,neutral
tunggu hadir jombang,neutral,neutral
energizing your journey,positive,positive
maaf mau tnya kalo misal beli voucher apa kudu habis sekaligus kak,neutral,neutral
acakadul atas kalo isi saldo full,neutral,neutral
pernah coba min,neutral,neutral
penting pede aja dulu,neutral,neutral
alesan pake pertamax biar ngtidak antri,positive,neutral
jan lupa bayar pake,neutral,neutral
abis ngisi bahan bakar langsung ajak doi jalanjalan,neutral,neutral
buat beli pertamax green,neutral,neutral
energizing your journey,positive,positive
sy pake pertamax 38 ribu full 910 hari,neutral,neutral
makin tambah pas di jalur fast track min,positive,neutral
apa guna pertashop,neutral,neutral
batas waktu expired kan kalau voucher bbm,neutral,neutral
jawab energizing your journey,positive,positive
fee service untung apa kak max,positive,neutral
sering banget gue kasih gift evoucher bbm buat saudara,positive,positive
memang nominal berapa min,neutral,neutral
pede aja cukup kak dompet tebel dlu,neutral,neutral
gue user pertamax sejak awal punya motor,neutral,neutral
energizing your journey,positive,positive
siap buat ikut riah,neutral,neutral
apa cuman gue doang ngerasa abis isi pertamax bensin asa jadi lebih irit,negative,neutral
wlpn pake beat karbu tetep isi pertamax,neutral,neutral
ken liat pas eventnya,positive,neutral
tasik asyik,positive,neutral
ngidam banget balap motor gitu hahaha,negative,positive
salfok sama hadiah bikin ngilerrr,positive,neutral
spil bintang tamu dong min,neutral,neutral
always proud of u,positive,positive
always proud of u,positive,positive
salam ti palih ciawi tasik a,neutral,neutral
gas si mang,negative,neutral
track legend tasik dulu ada sirkuit bukit peusar lanud lah ajang balap roda selalu gelar,positive,neutral
syarat nya apa aja a,neutral,neutral
punya cancelan tiket zona b mungkin yang mau bayarin hartidak normal aja,negative,neutral
ron nya jutidak paling tinggi nya,negative,neutral
energizing your joirney 024,positive,positive
om mau tanya beat karbu isi pertamax green soal enak tidak pake antri beli nya,positive,neutral
coba bahas putar bahan bakar kalo dipake lama minggu bro,negative,neutral
saran coba lanjut bahas transmisi,positive,neutral
next bahas drag fast min,negative,negative
ken tau cara transaksi pake evoucher bromax,neutral,neutral
terima kasih ingat bro max,positive,neutral
coba tntng sehat mesin,neutral,neutral
stay safe kendara,positive,positive
gak pernah tinggal kunci2 penting utama kunci takluk hati wkwkwk,positive,neutral
bahas pertamax green mereuunn,neutral,neutral
tuju banget gan gue kalo mau pergi jauh2an biasa ngomong dulu sama momsky,negative,neutral
tasikmalaya i am coming,positive,neutral
cuman jawara doang bisa gue ikutin sisa jauh,negative,neutral
gas seruseruan bareng,neutral,neutral
min satu tiket giias dong,neutral,neutral
cara registrasi jawara gimana min,neutral,neutral
banyak ya eventnya,positive,neutral
daftar drag fest apa buka,neutral,negative
baru ke booth giias aja event lain,neutral,neutral
aku suka rebah gimana dong min,positive,neutral
gak sabar nunggu drag fest tasikmalaya,positive,negative
terima kasih info kak,positive,neutral
kamu kalo mau mesin,negative,neutral
alhamdulillah pernah sampe turun mesin,positive,neutral
paling penting sering2 service aja,positive,neutral
nyata modifikasi motor jutidak ngaruh baru tau min,positive,neutral
tadi ken 3 band sama seru pecah,positive,neutral
fix yang akhir bikin neng,negative,neutral
mending kalo chat cuman p gue telpon sama kaka cuma suruh matiin lampu,negative,neutral
gakuaaaaat semua serba tibatiba,negative,neutral
tibatiba transfer masuk,neutral,neutral
terima kasih mimin kasih cashback tengah bulan,positive,neutral
penuh banget gilaaaaaaa,negative,neutral
gas ketemu hari jumat na1049,neutral,neutral
banyaaaakkkk bgtttttt seru,positive,neutral
nyesel sih kalo ikut,negative,neutral
ken giias jadi siapa aja ajak guee,neutral,neutral
apa bakal kenal energi hijau,neutral,neutral
ken grand prize tiket pertamina grand prix of indonesia 2024,neutral,positive
wajib tahun sekali ke giias,positive,neutral
gak afdol dong kalo dateng giias 2024 tidak mampir booth pertamina,negative,neutral
giias sih ges,negative,neutral
giias sih ges,negative,neutral
yaaaaah gue pakenya ovo tidak diskon khusus bayar via ovo,positive,neutral
mau gw mention tp doi maen instagram ckckck,neutral,neutral
kalo bayar via debit gakkkkkk,negative,neutral
aku suka aku suka,positive,neutral
kalo motor pernah turun mesin apa sehat seperti mula,negative,neutral
penting menjatidak obat,negative,neutral
horor bett kalo smpe turun mesin,negative,neutral
bener kalo ptmx bikin dalem motor ttp bersih,positive,neutral
bener kalo ptmx bikin dalem motor ttp bersih,positive,neutral
apa hukum jalanjalan virtual kak apa tetep sah,neutral,neutral
foto bareng cuman buat pilih aja,neutral,neutral
see you saturday,positive,neutral
udah punya 2rb poin bingung mesti tukar hadiah apa,negative,neutral
apa bisa daftar pertamax drag,neutral,negative
jadi mau datang langsung,neutral,neutral
triple poin jrg keluar cuman pas hari spesial doank,neutral,neutral
walahweee babang tamvan,positive,neutral
apa di spbu tentu kak,neutral,neutral
maksimal berapa kali lama periode kak,neutral,neutral
luar kota minz bisa datang,neutral,neutral
siaaap kasih alaram dulu,positive,neutral
cocok malammingguan drpd gabut yeeekan wkwkwk,negative,neutral
ken merchandise khusus,neutral,neutral
bakal bahas apa nieeh,negative,neutral
mantap tenann rekk,positive,neutral
promo weekeend kayak gin tuh mending panjang sampe akhir tahun,negative,neutral
apa dapat double poin terusterusan,negative,neutral
weekend jadi lebih spesial,positive,neutral
only bank mandiri,positive,neutral
inpo dong dragbike nya sabtu minggu sii id,neutral,neutral
min struk beli pertamina dex di tuker tiket masuk giiaz ngga,neutral,neutral
pernah coba sekali doang lebih balik ke pertamax biasa,negative,neutral
saiaaaaaaa kak lumayan poin dr transaksi dpke beli voucher mkan,positive,neutral
apa unggul pertamax green,positive,neutral
mandalika i am coming,neutral,neutral
siapppp kak udah booking ambil cuti,neutral,neutral
min tiket motogp tuh dipindahtangankan ya kayak mungkin batal berangkat tp lanjur beli tiket,negative,neutral
yeap mulai alih green oktan pas di tengah2,neutral,neutral
bersamasama jatidak bumi,neutral,neutral
gue isi si green hari senin hari baru habis tengah tank mungkin krna jalan perlu jtidak hehehe,negative,neutral
emisi gas hasil lebih sedikit apa benar,negative,neutral
banyak kak daerah bagi pertamax green,neutral,neutral
mulai alih pertamax green soal bagus buat lingkung,positive,neutral
min kalo beli lewat mypertamina bonus apa aja,neutral,positive
bro jangan lupa sen tiket dr sekarang,neutral,neutral
g sabar woooyy,positive,neutral
semotidak kebel tiket akhir bulan tunggu aku gajiannnnnn,negative,neutral
perintah butuh aman uang subsidi tidak boncos,neutral,neutral
minggu kata janjiin 2x24 jam saldo top up nya masuk akun mypertaminalinkaja,neutral,positive
hari belum jelas,negative,neutral
awal iseng malah terus,negative,neutral
bangtidak dong arti finansial sehat,negative,neutral
sekeluartidak kompak pake pertamax,negative,neutral
salutttttt buat orang2 mau kasih lebih buat sehat kendara nya,positive,neutral
gimana bangtidak lain gel ngantri langsung isi pulang,negative,neutral
pake antri panjang,negative,neutral
dont worry be happy,negative,negative
apa beli pertamax trmasuk self reward,neutral,positive
doain gw kak istiqomah pke pertamax truzz,positive,neutral
bisa ungkap kata2 min,neutral,neutral
wah baru tau ni,negative,neutral
beda cerita sama sya libur kalo d kosan aja lengah dikit langsung turu,negative,neutral
serius bisa tiket tuker poin,neutral,neutral
ayooo ambil libur banyak banyak mulai sekolah,neutral,neutral
poin kalo tukar hangus kahh,negative,neutral
yeay libur hemat budget,positive,neutral
so happy anak jua neng banget ajak maen kidzania,positive,positive
ken libur jg,positive,neutral
bwt mama jtidak kan,negative,neutral
libur bareng anak jadi lebih serrrrruuuuuu,positive,neutral
kpn masuk bandung,neutral,neutral
brp biaya daftar,neutral,neutral
cwek join kan,negative,positive
batas akhir daftar kapan min,neutral,neutral
mantap endang soekamti,positive,neutral
5hr donnkkk,positive,neutral
mw ikut nontonnya aja lahhhhhhh,positive,neutral
siang kak mesin siap tempur,neutral,neutral
rapat baris manteman,neutral,neutral
jumpa lanud wiriadinata,neutral,neutral
rapat baris manteman pratiwii24,neutral,neutral
diii isi full siap cod an,neutral,neutral
jjs nih kiteee,positive,neutral
jjs nih kiteee,positive,neutral
harus emng gitu balek gawe lngsung hunting,negative,neutral
wlpn senin tp kudu tetep semangat min,neutral,neutral
hari senin bisa lgsng skip jd minggu gasii,negative,neutral
si jalan terus tp ngajakngajak,negative,neutral
berani mention xixixi,positive,neutral
siap berdanska tasikmalaya w salam sinar,neutral,neutral
mangx boleee senin jalanjalan,positive,neutral
isi pertamax perlu antri,neutral,neutral
mau beli bensin hari senin macet ya,negative,neutral
gw sering kasih voucher buat adek,neutral,neutral
the best lah,positive,positive
min bikin giveaway dong,positive,neutral
bikin jalur khusus bayar via mypertamina kak,neutral,neutral
pacar ituh,positive,neutral
solutif yang suka ribetttt,negative,neutral
pakeknya cukup scan qr aja kan dr aplikasi,neutral,neutral
hangus siii kalo dipakepake,negative,neutral
tim beli bensin pake cash,neutral,neutral
info tiket kak berapa,neutral,neutral
min apa 1 akun dipake bbrp perangkat sekaligus,neutral,neutral
gak lagi bonus tiap beli voucher,negative,positive
mau nonton konser aja gratis min,neutral,positive
id siap ramai danska,positive,neutral
turun mah motor abu,neutral,neutral
amalia sini gasss,neutral,neutral
masuk kak operator kok g pakai rompi jalur khusus,neutral,neutral
smotidak lebh baik layan tugas spbu spy gercep kalau jalur merah bukan ngbrl pas rame dtg lalu alas mesin direset pdhl siang hari tp direset smg oknum,negative,negative
lawas tilawas tasik,negative,neutral
eh bu dok,negative,neutral
jadi kencang tenaga,positive,neutral
walahweee sebenanti ini,neutral,neutral
jauh dekat dekat rapat,positive,neutral
kalo tonton mau masuk bayar tiket om,neutral,neutral
hayu ameng ka tasik mang,positive,neutral
beat gw pake pertamax turbo enak buat nanjak enteng banget tp kata kalo sering bagus,positive,neutral
gue mau datang langsung min,neutral,neutral
sukses orang lihat isi bensin,negative,neutral
pertamax turbo lebih enak tari,positive,neutral
bayar pake beuhhh kombinasi sempurna,positive,neutral
tim pertamax biasa,negative,neutral
spill cara biar tanding sama den qarrar min,neutral,neutral
bismilah finish no1,positive,neutral
kalau bwt motor pcx cocok min,neutral,neutral
tidak zaman maen track2an jalan raya mending langsung tunjuk bakat loee dehh,negative,neutral
kirakira abis dr tasikmalaya bakal min,neutral,neutral
gue nyaman si sama pertamax turbo,positive,neutral
besok siap pasang alarm dlu,neutral,negative
buat ngebersihin mesin,negative,neutral
coba adain jutidak batu jawa timur kak,neutral,neutral
edankeuunn pokok namah slurrrr,negative,neutral
siap siap nyala,positive,neutral
gak pernah ragu buat kasih lebih mobil sayang,positive,neutral
komen atas komen bot semua kalo sih tetep pom bensin kerang kuning,negative,neutral
bahas apa minz kayak seru,positive,neutral
teori motor butuh kompresi beda beda kalo kompresi rendah pakai pertalite sekal apa2 coba cek kompresi beat cocok pakai apa,neutral,neutral
bakal door prize ga,positive,positive
gw ikut nyimak via streaming aja,neutral,neutral
id nah baru bener bukan ngasih statement makin tinggi oktan makin bagus premium waktu ada jutidak bagus kan kalo dipake motor kompresi rendah,negative,negative
lha baru tau aja guee,negative,neutral
lumayan min,positive,neutral
ovo mandiri apa dapat promo,neutral,neutral
konser shaggydog sama ensosnya malam pagi minn,neutral,neutral
tanggal rawan gin cari promoan d,neutral,neutral
aihhh aku punya kredit mandiri merueuunnn hihihiii,neutral,neutral
wah dapat cashback,positive,neutral
bebas mau isi bbm apa sja asal pertamax series,neutral,neutral
triple point kapan yah,negative,neutral
bums memang terkadang lebih baik drpd bumn,positive,neutral
giias cuma lihatlihat di sholawatin bilang allah aku mau satu kalau kasih lebih mau mau aja,neutral,neutral
jumat giias semotidak rengek pgn mazda 3,neutral,neutral
mau tiket giias dong,neutral,neutral
acara selalu ditunggu2 tiap tahun liat bnyk mobil mewah,positive,neutral
main giias dulu,positive,neutral
wow giias sampe kapan si ken kesana maju mundur,negative,positive
siapa dateng giias hari,neutral,neutral
baru pulang dr giias,neutral,neutral
otw booth pertamina,neutral,neutral
ken giias tp kalo sendiri kurang seru,negative,neutral
sentul sirkuit bogor kapan min,neutral,neutral
10th lebih ke tasik nih mase,positive,neutral
min qr daftar event lama di update lgi,neutral,neutral
adakan jogja min,negative,neutral
surabaya kpn konser,neutral,neutral
musik nya 2 hari,negative,neutral
konser nya siang apa malam min,neutral,neutral
info konser endang siang malammin,neutral,neutral
suka balap langsung merapaattt,positive,neutral
enjoy your life,positive,positive
min bawa aqua masuk tidak kak mau jual min,neutral,neutral
jangan tinggal,negative,neutral
semotidak lancar min,negative,neutral
cewe penting bensin full,negative,neutral
klo banyak udara kotor masuk ruang mesin dampak apa,negative,neutral
bener apa salah filter ganti tiap 4000kamu btw kata abang bengkel,negative,neutral
cara ikut spti apa,neutral,neutral
gue ikut min,neutral,neutral
semotidak haji furoda,negative,neutral
bakal dpt apa kalo menang,negative,neutral
muluk ken dpt voucher makan aj,neutral,neutral
tiap 2 bulan sekali awat,neutral,neutral
kalau hybrid gmn tuh om,negative,neutral
gue team pake velostack pake filter wkkwk,neutral,neutral
shaggydog endang soekamti siap guncang dunia,neutral,neutral
kapan filter udara ganti,neutral,neutral
sy biasa ganti kalo mulai kotor hehe,neutral,neutral
pokok kalo udah duit langsung service,negative,neutral
kalo mau sih apa cukup pake air aja min,negative,neutral
